Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Procedure Type,Procedure Name,Decision Type Code,Decision Data Type,Decision Data,Decisions Average Persons Per Case,Recognized,Complementary Protection,Otherwise Closed,Rejected,Total Decided
2011,SDN,YEM,Sudan,Yemen,U,UNHCR,FA,P,Persons,0,5,0,0,0,5
2012,SDN,DZA,Sudan,Algeria,U,UNHCR,FI,P,Persons,0,0,0,26,0,26
2012,SDN,EGY,Sudan,Egypt,U,UNHCR,FI,P,Persons,0,1753,0,4168,110,6031
2012,SDN,AUS,Sudan,Australia,G,Government,AR,C,Cases,0,5,0,0,0,5
2012,SDN,AUS,Sudan,Australia,G,Government,FI,P,Persons,0,5,0,0,5,10
2012,SDN,AUT,Sudan,Austria,G,Government,FA,P,Persons,0,22,0,15,20,57
2012,SDN,BEL,Sudan,Belgium,G,Government,FI,P,Persons,0,37,10,0,29,76
2012,SDN,BEN,Sudan,Benin,G,Government,FI,P,Persons,0,0,0,5,0,5
2012,SDN,BRA,Sudan,Brazil,G,Government,FI,P,Persons,0,5,0,0,5,10
2012,SDN,BGR,Sudan,Bulgaria,G,Government,FA,P,Persons,0,0,0,0,5,5
2012,SDN,CAN,Sudan,Canada,G,Government,FI,P,Persons,0,45,0,5,10,60
2012,SDN,TCD,Sudan,Chad,G,Government,FA,P,Persons,0,2289,0,0,0,2289
2012,SDN,CMR,Sudan,Cameroon,U,UNHCR,FA,P,Persons,0,18,0,33,0,51
2012,SDN,CYP,Sudan,Cyprus,G,Government,AR,P,Persons,0,0,5,0,0,5
2012,SDN,DNK,Sudan,Denmark,G,Government,AR,P,Persons,0,0,0,0,5,5
2012,SDN,DNK,Sudan,Denmark,G,Government,FI,P,Persons,0,5,5,0,0,10
2012,SDN,ETH,Sudan,Ethiopia,J,Joint,FI,P,Persons,0,39,0,496,0,535
2012,SDN,FIN,Sudan,Finland,G,Government,FI,P,Persons,0,0,0,0,11,11
2012,SDN,FRA,Sudan,France,G,Government,AR,P,Persons,0,147,38,0,315,500
2012,SDN,FRA,Sudan,France,G,Government,FI,P,Persons,0,71,10,0,768,849
2012,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,AR,C,Cases,0,33,0,13,31,77
2012,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,FI,P,Persons,0,497,0,106,94,697
2012,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,RA,P,Persons,0,0,0,13,0,13
2012,SDN,DEU,Sudan,Germany,G,Government,NA,P,Persons,0,0,20,24,48,92
2012,SDN,DEU,Sudan,Germany,G,Government,RA,P,Persons,0,0,0,5,0,5
2012,SDN,GHA,Sudan,Ghana,G,Government,FI,P,Persons,0,47,0,0,0,47
2012,SDN,GRC,Sudan,Greece,G,Government,AR,P,Persons,0,5,5,0,0,10
2012,SDN,GRC,Sudan,Greece,G,Government,FI,P,Persons,0,0,10,10,82,102
2012,SDN,HRV,Sudan,Croatia,G,Government,FI,P,Persons,0,0,0,12,0,12
2012,SDN,IND,Sudan,India,U,UNHCR,AR,P,Persons,0,0,0,0,5,5
2012,SDN,IND,Sudan,India,U,UNHCR,FI,P,Persons,0,13,0,0,0,13
2012,SDN,IDN,Sudan,Indonesia,U,UNHCR,FA,P,Persons,0,5,0,0,0,5
2012,SDN,IRL,Sudan,Ireland,G,Government,AR,P,Persons,0,10,0,0,10,20
2012,SDN,IRL,Sudan,Ireland,G,Government,FI,P,Persons,0,0,0,11,5,16
2012,SDN,IRL,Sudan,Ireland,G,Government,SP,P,Persons,0,0,0,0,5,5
2012,SDN,ISR,Sudan,Israel,U,UNHCR,FI,P,Persons,0,5,0,0,0,5
2012,SDN,ITA,Sudan,Italy,G,Government,FI,P,Persons,0,125,152,0,122,399
2012,SDN,JOR,Sudan,Jordan,U,UNHCR,FA,P,Persons,0,102,0,29,134,265
2012,SDN,KEN,Sudan,Kenya,U,UNHCR,AR,P,Persons,0,5,0,0,0,5
2012,SDN,KEN,Sudan,Kenya,U,UNHCR,FI,P,Persons,0,28,0,1301,25,1354
2012,SDN,KOR,Sudan,Republic of Korea,G,Government,FA,P,Persons,0,0,0,0,5,5
2012,SDN,LBY,Sudan,Libya,U,UNHCR,FI,P,Persons,0,0,0,33,0,33
2012,SDN,LBN,Sudan,Lebanon,U,UNHCR,AR,P,Persons,0,13,0,10,139,162
2012,SDN,LBN,Sudan,Lebanon,U,UNHCR,FI,P,Persons,0,73,0,97,286,456
2012,SDN,LBN,Sudan,Lebanon,U,UNHCR,RA,P,Persons,0,0,0,15,0,15
2012,SDN,MKD,Sudan,North Macedonia,G,Government,FA,P,Persons,0,0,0,5,0,5
2012,SDN,MYS,Sudan,Malaysia,U,UNHCR,FI,P,Persons,0,20,0,0,5,25
2012,SDN,MAR,Sudan,Morocco,U,UNHCR,FI,P,Persons,0,0,0,5,0,5
2012,SDN,MOZ,Sudan,Mozambique,G,Government,FI,P,Persons,0,0,0,11,0,11
2012,SDN,MLT,Sudan,Malta,G,Government,FI,P,Persons,0,5,0,0,0,5
2012,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,FI,P,Persons,0,15,53,0,95,163
2012,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,JR,P,Persons,0,0,5,0,14,19
2012,SDN,NGA,Sudan,Nigeria,G,Government,FA,P,Persons,0,0,0,5,0,5
2012,SDN,NOR,Sudan,Norway,G,Government,AR,P,Persons,0,5,0,0,41,46
2012,SDN,NOR,Sudan,Norway,G,Government,FI,P,Persons,0,376,0,39,50,465
2012,SDN,ROU,Sudan,Romania,G,Government,FA,P,Persons,0,0,0,0,16,16
2012,SDN,ZAF,Sudan,South Africa,G,Government,FI,P,Persons,0,5,0,0,5,10
2012,SDN,RUS,Sudan,Russian Federation,G,Government,FI,P,Persons,0,0,0,0,5,5
2012,SDN,RUS,Sudan,Russian Federation,G,Government,TA,P,Persons,0,0,0,0,5,5
2012,SDN,ESP,Sudan,Spain,G,Government,FI,P,Persons,0,0,35,0,5,40
2012,SDN,SRB,Sudan,Serbia,G,Government,FI,P,Persons,0,0,0,48,0,48
2012,SDN,SWE,Sudan,Sweden,G,Government,AR,P,Persons,0,5,0,0,45,50
2012,SDN,SWE,Sudan,Sweden,G,Government,FI,P,Persons,0,27,14,17,20,78
2012,SDN,CHE,Sudan,Switzerland,G,Government,AR,P,Persons,0,0,0,0,0,20
2012,SDN,CHE,Sudan,Switzerland,G,Government,FI,P,Persons,0,16,5,130,5,156
2012,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,AR,P,Persons,0,5,0,0,28,33
2012,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,FI,P,Persons,0,44,5,39,115,203
2012,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,RA,P,Persons,0,11,0,0,0,11
2012,SDN,THA,Sudan,Thailand,U,UNHCR,FI,P,Persons,0,10,0,0,0,10
2012,SDN,TUN,Sudan,Tunisia,U,UNHCR,AR,P,Persons,0,5,0,5,56,66
2012,SDN,TUN,Sudan,Tunisia,U,UNHCR,FI,P,Persons,0,131,0,20,24,175
2012,SDN,TUR,Sudan,Türkiye,U,UNHCR,AR,P,Persons,0,16,0,15,10,41
2012,SDN,TUR,Sudan,Türkiye,U,UNHCR,FI,P,Persons,0,25,0,10,0,35
2012,SDN,UGA,Sudan,Uganda,G,Government,FA,P,Persons,0,796,0,0,26,822
2012,SDN,UKR,Sudan,Ukraine,G,Government,AR,P,Persons,0,0,0,5,0,5
2012,SDN,UKR,Sudan,Ukraine,G,Government,FI,P,Persons,0,0,0,5,5,10
2012,SDN,USA,Sudan,United States of America,G,Government,EO,P,Persons,0,48,0,39,30,117
2012,SDN,USA,Sudan,United States of America,G,Government,IN,C,Cases,0,99,0,32,10,141
2012,SDN,YEM,Sudan,Yemen,U,UNHCR,FA,P,Persons,0,0,0,22,0,22
2013,SDN,DZA,Sudan,Algeria,U,UNHCR,FI,P,Persons,0,0,0,16,0,16
2013,SDN,AGO,Sudan,Angola,G,Government,FI,P,Persons,0,0,0,92,0,92
2013,SDN,EGY,Sudan,Egypt,U,UNHCR,FA,P,Persons,0,2329,0,0,164,2493
2013,SDN,AUS,Sudan,Australia,G,Government,AR,C,Cases,0,5,0,0,0,5
2013,SDN,AUS,Sudan,Australia,G,Government,FI,P,Persons,0,5,0,0,0,5
2013,SDN,AUT,Sudan,Austria,G,Government,FA,P,Persons,0,30,0,10,14,54
2013,SDN,BEL,Sudan,Belgium,G,Government,FI,P,Persons,0,19,0,0,13,32
2013,SDN,BEL,Sudan,Belgium,G,Government,JR,C,Cases,0,0,0,5,10,15
2013,SDN,BEL,Sudan,Belgium,G,Government,RA,P,Persons,0,0,0,5,0,5
2013,SDN,BWA,Sudan,Botswana,G,Government,FI,P,Persons,0,0,0,0,5,5
2013,SDN,BRA,Sudan,Brazil,G,Government,FI,P,Persons,0,5,0,0,0,5
2013,SDN,BGR,Sudan,Bulgaria,G,Government,FI,P,Persons,0,0,5,10,10,25
2013,SDN,CAN,Sudan,Canada,G,Government,FI,P,Persons,0,38,0,12,5,55
2013,SDN,TCD,Sudan,Chad,G,Government,FA,P,Persons,0,45,0,0,0,45
2013,SDN,COG,Sudan,Congo,G,Government,FA,P,Persons,0,0,0,5,0,5
2013,SDN,DNK,Sudan,Denmark,G,Government,AR,P,Persons,0,0,5,0,10,15
2013,SDN,DNK,Sudan,Denmark,G,Government,FI,P,Persons,0,5,0,0,21,26
2013,SDN,ERI,Sudan,Eritrea,U,UNHCR,FA,P,Persons,0,5,0,0,0,5
2013,SDN,ETH,Sudan,Ethiopia,J,Joint,FI,P,Persons,0,20,0,0,0,20
2013,SDN,FIN,Sudan,Finland,G,Government,FI,P,Persons,0,12,0,0,0,12
2013,SDN,FRA,Sudan,France,G,Government,AR,P,Persons,0,104,71,35,399,609
2013,SDN,FRA,Sudan,France,G,Government,FI,P,Persons,0,88,5,0,699,792
2013,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,AR,C,Cases,0,35,0,10,35,80
2013,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,FI,P,Persons,0,481,0,94,105,680
2013,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,RA,P,Persons,0,0,0,5,0,5
2013,SDN,DEU,Sudan,Germany,G,Government,NA,P,Persons,0,11,5,69,62,147
2013,SDN,DEU,Sudan,Germany,G,Government,RA,P,Persons,0,0,0,10,0,10
2013,SDN,GHA,Sudan,Ghana,G,Government,FI,P,Persons,0,96,0,0,0,96
2013,SDN,GRC,Sudan,Greece,G,Government,AR,P,Persons,0,18,5,5,0,28
2013,SDN,GRC,Sudan,Greece,G,Government,FI,P,Persons,0,29,5,21,102,157
2013,SDN,HRV,Sudan,Croatia,G,Government,FI,P,Persons,0,0,0,44,0,44
2013,SDN,HUN,Sudan,Hungary,G,Government,FI,P,Persons,0,0,0,48,10,58
2013,SDN,CIV,Sudan,Côte d'Ivoire,J,Joint,FI,P,Persons,0,5,0,0,0,5
2013,SDN,IND,Sudan,India,U,UNHCR,AR,P,Persons,0,0,0,0,5,5
2013,SDN,IND,Sudan,India,U,UNHCR,FI,P,Persons,0,19,0,0,14,33
2013,SDN,IDN,Sudan,Indonesia,U,UNHCR,AR,P,Persons,0,0,0,5,0,5
2013,SDN,IDN,Sudan,Indonesia,U,UNHCR,FI,P,Persons,0,13,0,40,0,53
2013,SDN,IRL,Sudan,Ireland,G,Government,AR,P,Persons,0,0,0,0,11,11
2013,SDN,IRL,Sudan,Ireland,G,Government,FI,P,Persons,0,5,0,5,0,10
2013,SDN,IRL,Sudan,Ireland,G,Government,SP,P,Persons,0,0,0,0,23,23
2013,SDN,ITA,Sudan,Italy,G,Government,FI,P,Persons,0,20,50,0,37,107
2013,SDN,JOR,Sudan,Jordan,U,UNHCR,FA,P,Persons,0,129,0,126,52,307
2013,SDN,KEN,Sudan,Kenya,U,UNHCR,AR,P,Persons,0,0,0,0,5,5
2013,SDN,KEN,Sudan,Kenya,U,UNHCR,FI,P,Persons,0,116,0,67,11,194
2013,SDN,KOR,Sudan,Republic of Korea,G,Government,FA,P,Persons,0,5,0,0,0,5
2013,SDN,LBY,Sudan,Libya,U,UNHCR,FI,P,Persons,0,14,0,5,0,19
2013,SDN,LBN,Sudan,Lebanon,U,UNHCR,AR,P,Persons,0,5,0,44,70,119
2013,SDN,LBN,Sudan,Lebanon,U,UNHCR,FI,P,Persons,0,66,0,49,151,266
2013,SDN,LUX,Sudan,Luxembourg,G,Government,FI,P,Persons,0,0,0,5,0,5
2013,SDN,MKD,Sudan,North Macedonia,G,Government,FA,P,Persons,0,0,0,5,0,5
2013,SDN,MYS,Sudan,Malaysia,U,UNHCR,FI,P,Persons,0,30,0,5,13,48
2013,SDN,MNE,Sudan,Montenegro,G,Government,FA,P,Persons,0,0,0,117,0,117
2013,SDN,MAR,Sudan,Morocco,U,UNHCR,FI,P,Persons,0,0,0,5,17,22
2013,SDN,MLT,Sudan,Malta,G,Government,FI,P,Persons,0,12,0,0,0,12
2013,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,FI,P,Persons,0,13,73,0,91,177
2013,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,JR,P,Persons,0,0,13,0,10,23
2013,SDN,NGA,Sudan,Nigeria,G,Government,FI,P,Persons,0,0,0,5,5,10
2013,SDN,NOR,Sudan,Norway,G,Government,AR,P,Persons,0,5,0,5,222,232
2013,SDN,NOR,Sudan,Norway,G,Government,FI,P,Persons,0,327,5,239,119,690
2013,SDN,ROU,Sudan,Romania,G,Government,FI,P,Persons,0,0,11,0,0,11
2013,SDN,ZAF,Sudan,South Africa,G,Government,FI,P,Persons,0,0,0,0,19,19
2013,SDN,RUS,Sudan,Russian Federation,G,Government,FI,P,Persons,0,0,0,0,19,19
2013,SDN,RUS,Sudan,Russian Federation,G,Government,TA,P,Persons,0,0,5,0,0,5
2013,SDN,SEN,Sudan,Senegal,G,Government,FI,P,Persons,0,0,0,0,5,5
2013,SDN,ESP,Sudan,Spain,G,Government,FI,P,Persons,0,0,0,0,10,10
2013,SDN,SRB,Sudan,Serbia,G,Government,FI,P,Persons,0,0,0,149,0,149
2013,SDN,SWE,Sudan,Sweden,G,Government,AR,P,Persons,0,5,5,5,50,65
2013,SDN,SWE,Sudan,Sweden,G,Government,FI,P,Persons,0,67,18,35,48,168
2013,SDN,CHE,Sudan,Switzerland,G,Government,AR,P,Persons,0,0,11,0,0,11
2013,SDN,CHE,Sudan,Switzerland,G,Government,FI,P,Persons,0,5,28,78,0,111
2013,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,AR,P,Persons,0,13,0,0,5,18
2013,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,FI,P,Persons,0,97,0,169,113,379
2013,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,RA,P,Persons,0,42,0,0,5,47
2013,SDN,TZA,Sudan,United Republic of Tanzania,G,Government,FI,P,Persons,0,0,0,5,0,5
2013,SDN,TUN,Sudan,Tunisia,U,UNHCR,AR,P,Persons,0,0,0,0,12,12
2013,SDN,TUN,Sudan,Tunisia,U,UNHCR,FI,P,Persons,0,10,0,16,0,26
2013,SDN,TUR,Sudan,Türkiye,U,UNHCR,FI,P,Persons,0,32,0,5,5,42
2013,SDN,ARE,Sudan,United Arab Emirates,U,UNHCR,FA,P,Persons,0,0,0,0,14,14
2013,SDN,UGA,Sudan,Uganda,G,Government,FA,P,Persons,0,51,0,922,5,978
2013,SDN,UKR,Sudan,Ukraine,G,Government,AR,P,Persons,0,0,0,0,5,5
2013,SDN,UKR,Sudan,Ukraine,G,Government,FI,P,Persons,0,0,0,0,11,11
2013,SDN,USA,Sudan,United States of America,G,Government,EO,P,Persons,0,25,0,30,30,85
2013,SDN,USA,Sudan,United States of America,G,Government,IN,C,Cases,0,66,0,31,5,102
2013,SDN,YEM,Sudan,Yemen,U,UNHCR,FI,P,Persons,0,5,0,11,0,16
2013,SDN,ZMB,Sudan,Zambia,G,Government,FI,P,Persons,0,0,0,5,0,5
2014,SDN,ALB,Sudan,Albania,G,Government,FI,P,Persons,0,0,0,5,0,5
2014,SDN,DZA,Sudan,Algeria,U,UNHCR,FI,P,Persons,0,0,0,11,0,11
2014,SDN,EGY,Sudan,Egypt,U,UNHCR,AR,P,Persons,0,31,0,0,118,149
2014,SDN,EGY,Sudan,Egypt,U,UNHCR,FI,P,Persons,0,2035,0,1886,564,4485
2014,SDN,EGY,Sudan,Egypt,U,UNHCR,RA,P,Persons,0,291,0,0,50,341
2014,SDN,AUS,Sudan,Australia,G,Government,FI,P,Persons,0,0,0,0,5,5
2014,SDN,BEL,Sudan,Belgium,G,Government,FI,P,Persons,0,23,0,15,34,72
2014,SDN,BEL,Sudan,Belgium,G,Government,JR,C,Cases,0,0,0,0,17,17
2014,SDN,BEL,Sudan,Belgium,G,Government,RA,P,Persons,0,0,0,11,0,11
2014,SDN,BIH,Sudan,Bosnia and Herzegovina,G,Government,FI,P,Persons,0,0,0,5,0,5
2014,SDN,BGR,Sudan,Bulgaria,G,Government,FI,P,Persons,0,0,0,34,5,39
2014,SDN,CAN,Sudan,Canada,G,Government,AR,P,Persons,0,0,0,0,5,5
2014,SDN,CAN,Sudan,Canada,G,Government,FI,P,Persons,0,62,0,5,24,91
2014,SDN,CAF,Sudan,Central African Republic,G,Government,FI,P,Persons,0,0,0,0,475,475
2014,SDN,TCD,Sudan,Chad,G,Government,FA,P,Persons,0,5,0,0,0,5
2014,SDN,CMR,Sudan,Cameroon,U,UNHCR,FI,P,Persons,0,23,0,5,5,33
2014,SDN,DNK,Sudan,Denmark,G,Government,AR,P,Persons,0,5,0,0,11,16
2014,SDN,DNK,Sudan,Denmark,G,Government,FI,P,Persons,0,0,0,0,13,13
2014,SDN,EST,Sudan,Estonia,G,Government,FI,P,Persons,0,5,0,0,0,5
2014,SDN,ETH,Sudan,Ethiopia,J,Joint,FI,P,Persons,0,0,0,75,0,75
2014,SDN,FIN,Sudan,Finland,G,Government,FI,P,Persons,0,0,0,14,0,14
2014,SDN,FRA,Sudan,France,G,Government,AR,P,Persons,0,124,115,42,446,727
2014,SDN,FRA,Sudan,France,G,Government,FI,P,Persons,0,159,11,0,1110,1280
2014,SDN,GAB,Sudan,Gabon,G,Government,FA,P,Persons,0,0,0,5,0,5
2014,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,AR,C,Cases,0,27,0,5,28,60
2014,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,FI,P,Persons,0,881,5,120,153,1159
2014,SDN,GEO,Sudan,Georgia,G,Government,FI,P,Persons,0,0,0,5,5,10
2014,SDN,DEU,Sudan,Germany,G,Government,NA,P,Persons,0,41,18,345,36,440
2014,SDN,DEU,Sudan,Germany,G,Government,RA,P,Persons,0,0,0,13,0,13
2014,SDN,GHA,Sudan,Ghana,G,Government,FI,P,Persons,0,50,0,0,0,50
2014,SDN,GRC,Sudan,Greece,G,Government,AR,P,Persons,0,49,10,96,37,192
2014,SDN,GRC,Sudan,Greece,G,Government,FI,P,Persons,0,96,24,153,170,443
2014,SDN,HUN,Sudan,Hungary,G,Government,FI,P,Persons,0,5,5,77,19,106
2014,SDN,IND,Sudan,India,U,UNHCR,AR,P,Persons,0,5,0,0,0,5
2014,SDN,IND,Sudan,India,U,UNHCR,FI,P,Persons,0,5,0,0,24,29
2014,SDN,IDN,Sudan,Indonesia,U,UNHCR,AR,P,Persons,0,0,0,5,0,5
2014,SDN,IDN,Sudan,Indonesia,U,UNHCR,FI,P,Persons,0,103,0,87,10,200
2014,SDN,IRL,Sudan,Ireland,G,Government,AR,P,Persons,0,5,0,5,0,10
2014,SDN,IRL,Sudan,Ireland,G,Government,FI,P,Persons,0,5,0,0,5,10
2014,SDN,IRL,Sudan,Ireland,G,Government,SP,P,Persons,0,29,0,61,10,100
2014,SDN,ISR,Sudan,Israel,U,UNHCR,FI,P,Persons,0,30,0,0,0,30
2014,SDN,ITA,Sudan,Italy,G,Government,FI,P,Persons,0,63,113,0,45,221
2014,SDN,JOR,Sudan,Jordan,U,UNHCR,AR,P,Persons,0,20,0,0,10,30
2014,SDN,JOR,Sudan,Jordan,U,UNHCR,FI,P,Persons,0,632,0,0,24,656
2014,SDN,JOR,Sudan,Jordan,U,UNHCR,RA,P,Persons,0,10,0,0,0,10
2014,SDN,KEN,Sudan,Kenya,J,Joint,FI,P,Persons,0,5,0,745,0,750
2014,SDN,KEN,Sudan,Kenya,U,UNHCR,AR,P,Persons,0,5,0,0,0,5
2014,SDN,KEN,Sudan,Kenya,U,UNHCR,FI,P,Persons,0,14,0,5679,0,5693
2014,SDN,KOR,Sudan,Republic of Korea,G,Government,FA,P,Persons,0,0,0,0,5,5
2014,SDN,LBY,Sudan,Libya,U,UNHCR,FI,P,Persons,0,5,0,0,0,5
2014,SDN,LBN,Sudan,Lebanon,U,UNHCR,AR,P,Persons,0,21,0,0,97,118
2014,SDN,LBN,Sudan,Lebanon,U,UNHCR,FI,P,Persons,0,195,0,60,330,585
2014,SDN,MRT,Sudan,Mauritania,U,UNHCR,FA,P,Persons,0,5,0,0,0,5
2014,SDN,MYS,Sudan,Malaysia,U,UNHCR,AR,P,Persons,0,0,0,0,10,10
2014,SDN,MYS,Sudan,Malaysia,U,UNHCR,FI,P,Persons,0,18,0,17,5,40
2014,SDN,MNE,Sudan,Montenegro,G,Government,FA,P,Persons,0,0,0,80,5,85
2014,SDN,MAR,Sudan,Morocco,U,UNHCR,AR,P,Persons,0,0,0,0,5,5
2014,SDN,MAR,Sudan,Morocco,U,UNHCR,FI,P,Persons,0,0,0,58,10,68
2014,SDN,MLT,Sudan,Malta,G,Government,FI,P,Persons,0,5,60,36,10,111
2014,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,FI,P,Persons,0,10,31,0,105,146
2014,SDN,NLD,Sudan,Netherlands (Kingdom of the),G,Government,JR,P,Persons,0,0,5,0,11,16
2014,SDN,NGA,Sudan,Nigeria,G,Government,FI,P,Persons,0,0,0,5,0,5
2014,SDN,NOR,Sudan,Norway,G,Government,AR,P,Persons,0,5,0,5,292,302
2014,SDN,NOR,Sudan,Norway,G,Government,FI,P,Persons,0,137,0,166,60,363
2014,SDN,NRU,Sudan,Nauru,G,Government,FI,P,Persons,0,12,0,0,0,12
2014,SDN,PNG,Sudan,Papua New Guinea,G,Government,FI,P,Persons,0,20,0,0,0,20
2014,SDN,ROU,Sudan,Romania,G,Government,FI,P,Persons,0,5,0,0,0,5
2014,SDN,ZAF,Sudan,South Africa,G,Government,AR,P,Persons,0,0,0,0,5,5
2014,SDN,ZAF,Sudan,South Africa,G,Government,FI,P,Persons,0,14,0,0,10,24
2014,SDN,RUS,Sudan,Russian Federation,G,Government,FI,P,Persons,0,0,0,0,5,5
2014,SDN,RUS,Sudan,Russian Federation,G,Government,TA,P,Persons,0,0,0,0,12,12
2014,SDN,ESP,Sudan,Spain,G,Government,FI,P,Persons,0,5,0,0,14,19
2014,SDN,SRB,Sudan,Serbia,G,Government,FI,P,Persons,0,0,0,260,0,260
2014,SDN,SSD,Sudan,South Sudan,U,UNHCR,FI,C,Cases,0,5,0,0,0,5
2014,SDN,SWE,Sudan,Sweden,G,Government,AR,P,Persons,0,5,0,5,72,82
2014,SDN,SWE,Sudan,Sweden,G,Government,FI,P,Persons,0,38,10,153,30,231
2014,SDN,CHE,Sudan,Switzerland,G,Government,FI,P,Persons,0,34,18,14,81,147
2014,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,AR,P,Persons,0,43,0,5,30,78
2014,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,FI,P,Persons,0,57,0,159,46,262
2014,SDN,SYR,Sudan,Syrian Arab Republic,U,UNHCR,RA,P,Persons,0,60,0,0,0,60
2014,SDN,THA,Sudan,Thailand,U,UNHCR,FI,P,Persons,0,0,0,5,0,5
2014,SDN,TUN,Sudan,Tunisia,U,UNHCR,AR,P,Persons,0,0,0,0,10,10
2014,SDN,TUN,Sudan,Tunisia,U,UNHCR,FI,P,Persons,0,5,0,20,24,49
2014,SDN,TUR,Sudan,Türkiye,U,UNHCR,AR,P,Persons,0,5,0,0,0,5
2014,SDN,TUR,Sudan,Türkiye,U,UNHCR,FI,P,Persons,0,43,0,45,10,98
2014,SDN,UGA,Sudan,Uganda,G,Government,FA,P,Persons,0,449,0,0,5,454
2014,SDN,UKR,Sudan,Ukraine,G,Government,FI,P,Persons,0,0,5,12,13,30
2014,SDN,UKR,Sudan,Ukraine,G,Government,JR,P,Persons,0,5,0,5,0,10
2014,SDN,USA,Sudan,United States of America,G,Government,EO,P,Persons,0,20,5,24,30,79
2014,SDN,USA,Sudan,United States of America,G,Government,IN,C,Cases,0,76,0,34,5,115
2014,SDN,YEM,Sudan,Yemen,U,UNHCR,FI,P,Persons,0,5,0,0,0,5
2015,SDN,ALB,Sudan,Albania,G,Government,FI,P,Persons,0,0,0,5,0,5
2015,SDN,DZA,Sudan,Algeria,U,UNHCR,FI,P,Persons,0,0,0,12,0,12
2015,SDN,AGO,Sudan,Angola,G,Government,FI,P,Persons,0,13,0,0,0,13
2015,SDN,EGY,Sudan,Egypt,U,UNHCR,AR,P,Persons,0,51,0,0,49,100
2015,SDN,EGY,Sudan,Egypt,U,UNHCR,FI,P,Persons,0,2189,357,1752,617,4915
2015,SDN,EGY,Sudan,Egypt,U,UNHCR,RA,P,Persons,0,197,0,0,5,202
2015,SDN,AUS,Sudan,Australia,G,Government,FI,P,Persons,0,5,0,0,10,15
2015,SDN,AUT,Sudan,Austria,G,Government,FA,P,Persons,0,26,5,13,19,63
2015,SDN,BEL,Sudan,Belgium,G,Government,FI,P,Persons,0,53,0,5,31,89
2015,SDN,BEL,Sudan,Belgium,G,Government,JR,C,Cases,0,0,0,10,27,37
2015,SDN,BEL,Sudan,Belgium,G,Government,RA,P,Persons,0,0,0,14,0,14
2015,SDN,BRA,Sudan,Brazil,G,Government,FI,P,Persons,0,10,0,0,0,10
2015,SDN,BGR,Sudan,Bulgaria,G,Government,FI,P,Persons,0,0,0,0,10,10
2015,SDN,CAN,Sudan,Canada,G,Government,AR,P,Persons,0,0,0,5,12,17
2015,SDN,CAN,Sudan,Canada,G,Government,FI,P,Persons,0,71,0,10,18,99
2015,SDN,TCD,Sudan,Chad,G,Government,FA,P,Persons,0,21,0,0,0,21
2015,SDN,CMR,Sudan,Cameroon,U,UNHCR,FI,P,Persons,0,83,0,60,5,148
2015,SDN,CMR,Sudan,Cameroon,U,UNHCR,RA,P,Persons,0,5,0,0,0,5
2015,SDN,COG,Sudan,Congo,G,Government,FA,P,Persons,0,0,0,5,0,5
2015,SDN,DNK,Sudan,Denmark,G,Government,AR,P,Persons,0,0,0,0,14,14
2015,SDN,DNK,Sudan,Denmark,G,Government,FI,P,Persons,0,10,0,0,35,45
2015,SDN,EST,Sudan,Estonia,G,Government,FI,P,Persons,0,14,0,0,0,14
2015,SDN,ETH,Sudan,Ethiopia,J,Joint,FI,P,Persons,0,11,0,37,0,48
2015,SDN,FIN,Sudan,Finland,G,Government,FI,P,Persons,0,0,0,5,0,5
2015,SDN,FRA,Sudan,France,G,Government,AR,P,Persons,0,153,231,51,530,965
2015,SDN,FRA,Sudan,France,G,Government,FI,P,Persons,0,1163,36,0,2371,3570
2015,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,AR,C,Cases,0,74,0,14,55,143
2015,SDN,GBR,Sudan,United Kingdom of Great Britain and Northern Ireland,G,Government,FI,P,Persons,0,2393,5,134,348,2880
